threshold,ari,nmi,purity,cluster_count
0.0,6.0687274452739185e-05,0.4406514049741481,1.0,1772
1.1920928955078125e-07,6.0687274452739185e-05,0.4406514049741481,1.0,1772
0.0007723867893218994,6.935662829433314e-05,0.4406872077972513,1.0,1771
0.001907259225845337,7.802591793943841e-05,0.4407230164387691,1.0,1770
0.0025960206985473633,8.66951433887681e-05,0.44075883090012,1.0,1769
0.0036566555500030518,9.536430464303524e-05,0.44079465118272304,1.0,1768
0.004803746938705444,0.00010403340170295285,0.44083047728799746,1.0,1767
0.0055397748947143555,0.000112702434569234,0.44086630921736325,1.0,1766
0.006040096282958984,0.00012137140324259166,0.4409021469722406,1.0,1765
0.006389796733856201,0.00013004030772373887,0.44093799055405036,1.0,1764
0.00656619668006897,0.00013870914801338862,0.44097383996421374,1.0,1763
0.0067472755908966064,0.0001473779241122539,0.44100969520415234,1.0,1762
0.007239013910293579,0.00015604663602104764,0.4410455562752885,1.0,1761
0.007709085941314697,0.00016471528374048283,0.4410814231790448,1.0,1760
0.008708745241165161,0.00017338386727127247,0.44111729591684423,1.0,1759
0.010078728199005127,0.00018205238661412945,0.4411531744901103,1.0,1758
0.01119735836982727,0.0001907208417697667,0.4411890589002672,1.0,1757
0.01368299126625061,0.00019938923273889718,0.44122494914873933,1.0,1756
0.016160190105438232,0.00020805755952223377,0.4412608452369516,1.0,1755
0.01731690764427185,0.00021672582212048936,0.4412967471663294,1.0,1754
0.018530726432800293,0.00022539402053437687,0.44133265493829854,1.0,1753
0.019549250602722168,0.0002340621547646092,0.4413685685542855,1.0,1752
0.020291656255722046,0.00024273022481189913,0.441404488015717,1.0,1751
0.021209120750427246,0.00025139823067695964,0.44144041332402034,1.0,1750
0.02186700701713562,0.00026006617236050346,0.44147634448062306,1.0,1749
0.022044599056243896,0.0002687340498632435,0.4415122814869536,1.0,1748
0.023029834032058716,0.0002774018631858926,0.44154822434444063,1.0,1747
0.02483391761779785,0.0002860696123291635,0.44158417305451286,1.0,1746
0.025905847549438477,0.0002947372972937691,0.4416201276186003,1.0,1745
0.026598095893859863,0.0003034049180804221,0.4416560880381328,1.0,1744
0.027147650718688965,0.0003120724746898353,0.44169205431454095,1.0,1743
0.027433127164840698,0.00032073996712272154,0.44172802644925574,1.0,1742
0.02959159016609192,0.00032940739537979356,0.4417640044437086,1.0,1741
0.033391594886779785,0.0003380747594617641,0.44179998829933137,1.0,1740
0.03557926416397095,0.0003467420593693459,0.44183597801755653,1.0,1739
0.036651611328125,0.0003554092951032517,0.44187197359981684,1.0,1738
0.038052916526794434,0.0003640764666641942,0.4419079750475457,1.0,1737
0.03940457105636597,0.0003727435740528861,0.44194398236217686,1.0,1736
0.040760338306427,0.00038141061727004014,0.4419799955451445,1.0,1735
0.04302304983139038,0.000390077596316369,0.44201601459788337,1.0,1734
0.044938087463378906,0.00039874451119258536,0.44205203952182875,1.0,1733
0.04525190591812134,0.0004074113618994019,0.44208807031841624,1.0,1732
0.04540631175041199,0.0004160781484375312,0.44212410698908194,1.0,1731
0.046953946352005005,0.00042474487080768606,0.4421601495352624,1.0,1730
